name,githubUrl,gitlabUrl
Groupomania_OpenClassRooms,https://github.com/lewebologue/Groupomania_OpenClassRooms.git,https://github.com/lthuard/Groupomania_OpenClassRooms.git
Piiquantes_OpenClassRooms,https://github.com/lewebologue/Piiquantes_OpenClassRooms.git,https://github.com/lthuard/Piiquantes_OpenClassRooms.git
Kanap_OpenClassRooms,https://github.com/lewebologue/Kanap_OpenClassRooms.git,https://github.com/lthuard/Kanap_OpenClassRooms.git
La_Chouette_Agence_upgrade_OpenClassRooms,https://github.com/lewebologue/La_Chouette_Agence_upgrade_OpenClassRooms.git,https://github.com/lthuard/La_Chouette_Agence_upgrade_OpenClassRooms.git
OhMyFood_OpenClassRooms,https://github.com/lewebologue/OhMyFood_OpenClassRooms.git,https://github.com/lthuard/OhMyFood_OpenClassRooms.git
Reservia_OpenClassRooms,https://github.com/lewebologue/Reservia_OpenClassRooms.git,https://github.com/lthuard/Reservia_OpenClassRooms.git
